abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,classfication,defense,hp,japanese_name,name,pokedex_number,sp_attack,sp_defense,speed,type1,type2,generation,is_legendary,version
"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,Big Boss Pokémon,52,100,Dongkarasuドンカラス,Honchkrow,430,105,52,71,dark,flying,4,0,"Diamond, Pearl and Platinum"
"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,Catty Pokémon,42,49,Nyarmarニャルマー,Glameow,431,42,37,85,normal,none,4,0,"Diamond, Pearl and Platinum"
"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,Tiger Cat Pokémon,64,71,Bunyattoブニャット,Purugly,432,64,59,112,normal,none,4,0,"Diamond, Pearl and Platinum"
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,Bell Pokémon,50,45,Lisyanリーシャン,Chingling,433,65,50,45,psychic,none,4,0,"Diamond, Pearl and Platinum"
"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,Skunk Pokémon,47,63,Skunpuuスカンプー,Stunky,434,41,41,74,poison,dark,4,0,"Diamond, Pearl and Platinum"
"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,Skunk Pokémon,67,103,Skutankスカタンク,Skuntank,435,71,61,84,poison,dark,4,0,"Diamond, Pearl and Platinum"
"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,Bronze Pokémon,86,57,Dohmirrorドーミラー,Bronzor,436,24,86,23,steel,psychic,4,0,"Diamond, Pearl and Platinum"
"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,Bronze Bell Pokémon,116,67,Dohtakunドータクン,Bronzong,437,79,116,33,steel,psychic,4,0,"Diamond, Pearl and Platinum"
"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,Bonsai Pokémon,95,50,Usohachiウソハチ,Bonsly,438,10,45,10,rock,none,4,0,"Diamond, Pearl and Platinum"
"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,Mime Pokémon,45,20,Maneneマネネ,Mime Jr.,439,70,90,60,psychic,fairy,4,0,"Diamond, Pearl and Platinum"
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,Playhouse Pokémon,5,100,Pinpukuピンプク,Happiny,440,15,65,30,normal,none,4,0,"Diamond, Pearl and Platinum"
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,Music Note Pokémon,45,76,Perapペラップ,Chatot,441,92,42,91,normal,flying,4,0,"Diamond, Pearl and Platinum"
"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,Forbidden Pokémon,108,50,Mikarugeミカルゲ,Spiritomb,442,92,108,35,ghost,dark,4,0,"Diamond, Pearl and Platinum"
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,Land Shark Pokémon,45,58,Fukamaruフカマル,Gible,443,40,45,42,dragon,ground,4,0,"Diamond, Pearl and Platinum"
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,Cave Pokémon,65,68,Gabiteガバイト,Gabite,444,50,55,82,dragon,ground,4,0,"Diamond, Pearl and Platinum"
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,Mach Pokémon,115,108,Gaburiasガブリアス,Garchomp,445,120,95,92,dragon,ground,4,0,"Diamond, Pearl and Platinum"
"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,Big Eater Pokémon,40,135,Gonbeゴンベ,Munchlax,446,40,85,5,normal,none,4,0,"Diamond, Pearl and Platinum"
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,Emanation Pokémon,40,40,Rioluリオル,Riolu,447,35,40,60,fighting,none,4,0,"Diamond, Pearl and Platinum"
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,Aura Pokémon,88,70,Lucarioルカリオ,Lucario,448,140,70,112,fighting,steel,4,0,"Diamond, Pearl and Platinum"
"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,Hippo Pokémon,78,68,Hippopotasヒポポタス,Hippopotas,449,38,42,32,ground,none,4,0,"Diamond, Pearl and Platinum"
"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,Heavyweight Pokémon,118,108,Kabaldonカバルドン,Hippowdon,450,68,72,47,ground,none,4,0,"Diamond, Pearl and Platinum"
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,Scorpion Pokémon,90,40,Scorupiスコルピ,Skorupi,451,30,55,65,poison,bug,4,0,"Diamond, Pearl and Platinum"
"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,Ogre Scorp Pokémon,110,70,Dorapionドラピオン,Drapion,452,60,75,95,poison,dark,4,0,"Diamond, Pearl and Platinum"
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61,Toxic Mouth Pokémon,40,48,Gureggruグレッグル,Croagunk,453,61,40,50,poison,fighting,4,0,"Diamond, Pearl and Platinum"
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,Toxic Mouth Pokémon,65,83,Dokurogドクロッグ,Toxicroak,454,86,65,85,poison,fighting,4,0,"Diamond, Pearl and Platinum"
['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,Bug Catcher Pokémon,72,74,Muskippaマスキッパ,Carnivine,455,90,72,46,grass,none,4,0,"Diamond, Pearl and Platinum"
"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49,Wing Fish Pokémon,56,49,Keikouoケイコウオ,Finneon,456,49,61,66,water,none,4,0,"Diamond, Pearl and Platinum"
"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,Neon Pokémon,76,69,Neolantネオラント,Lumineon,457,69,86,91,water,none,4,0,"Diamond, Pearl and Platinum"
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20,Kite Pokémon,50,45,Tamantaタマンタ,Mantyke,458,60,120,50,water,flying,4,0,"Diamond, Pearl and Platinum"
"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62,Frosted Tree Pokémon,50,60,Yukikaburiユキカブリ,Snover,459,62,60,40,grass,ice,4,0,"Diamond, Pearl and Platinum"
"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132,Frosted Tree Pokémon,105,90,Yukinoohユキノオー,Abomasnow,460,132,105,30,grass,ice,4,0,"Diamond, Pearl and Platinum"
"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,Sharp Claw Pokémon,65,70,Manyulaマニューラ,Weavile,461,45,85,125,dark,ice,4,0,"Diamond, Pearl and Platinum"
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,Magnet Area Pokémon,115,70,Jibacoilジバコイル,Magnezone,462,130,90,60,electric,steel,4,0,"Diamond, Pearl and Platinum"
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,Licking Pokémon,95,110,Berobeltベロベルト,Lickilicky,463,80,95,50,normal,none,4,0,"Diamond, Pearl and Platinum"
"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,Drill Pokémon,130,115,Dosidonドサイドン,Rhyperior,464,55,55,40,ground,rock,4,0,"Diamond, Pearl and Platinum"
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,Vine Pokémon,125,100,Mojumboモジャンボ,Tangrowth,465,110,50,50,grass,none,4,0,"Diamond, Pearl and Platinum"
"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123,Thunderbolt Pokémon,67,75,Elekibleエレキブル,Electivire,466,95,85,95,electric,none,4,0,"Diamond, Pearl and Platinum"
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,Blast Pokémon,67,75,Booburnブーバーン,Magmortar,467,125,95,83,fire,none,4,0,"Diamond, Pearl and Platinum"
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,Jubilee Pokémon,95,85,Togekissトゲキッス,Togekiss,468,120,115,80,fairy,flying,4,0,"Diamond, Pearl and Platinum"
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76,Ogre Darner Pokémon,86,86,Megayanmaメガヤンマ,Yanmega,469,116,56,95,bug,flying,4,0,"Diamond, Pearl and Platinum"
"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,Verdant Pokémon,130,65,Leafiaリーフィア,Leafeon,470,60,65,95,grass,none,4,0,"Diamond, Pearl and Platinum"
"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,Fresh Snow Pokémon,110,65,Glaciaグレイシア,Glaceon,471,130,95,65,ice,none,4,0,"Diamond, Pearl and Platinum"
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95,Fang Scorp Pokémon,125,75,Glionグライオン,Gliscor,472,45,75,95,ground,flying,4,0,"Diamond, Pearl and Platinum"
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,Twin Tusk Pokémon,80,110,Mammooマンムー,Mamoswine,473,70,60,80,ice,ground,4,0,"Diamond, Pearl and Platinum"
"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,Virtual Pokémon,70,85,Porygon-zポリゴンＺ,Porygon-Z,474,135,75,90,normal,none,4,0,"Diamond, Pearl and Platinum"
"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,Blade Pokémon,95,68,Erureidoエルレイド,Gallade,475,65,115,110,psychic,fighting,4,0,"Diamond, Pearl and Platinum"
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,Compass Pokémon,145,60,Dainoseダイノーズ,Probopass,476,75,150,40,rock,steel,4,0,"Diamond, Pearl and Platinum"
"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,Gripper Pokémon,135,45,Yonoirヨノワール,Dusknoir,477,65,135,45,ghost,none,4,0,"Diamond, Pearl and Platinum"
"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,Snow Land Pokémon,70,70,Yukimenokoユキメノコ,Froslass,478,80,70,110,ice,ghost,4,0,"Diamond, Pearl and Platinum"
['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65,Plasma Pokémon,107,50,Rotomロトム,Rotom,479,105,107,86,electric,ghost,4,0,"Diamond, Pearl and Platinum"
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,Knowledge Pokémon,130,75,Yuxieユクシー,Uxie,480,75,130,95,psychic,none,4,1,"Diamond, Pearl and Platinum"
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105,Emotion Pokémon,105,80,Emritエムリット,Mesprit,481,105,105,80,psychic,none,4,1,"Diamond, Pearl and Platinum"
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125,Willpower Pokémon,70,75,Agnomeアグノム,Azelf,482,125,70,115,psychic,none,4,1,"Diamond, Pearl and Platinum"
"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120,Temporal Pokémon,120,100,Dialgaディアルガ,Dialga,483,150,100,90,steel,dragon,4,1,"Diamond, Pearl and Platinum"
"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,Spatial Pokémon,100,90,Palkiaパルキア,Palkia,484,150,120,100,water,dragon,4,1,"Diamond, Pearl and Platinum"
"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,Lava Dome Pokémon,106,91,Heatranヒードラン,Heatran,485,130,106,77,fire,steel,4,1,"Diamond, Pearl and Platinum"
['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,Colossal Pokémon,110,110,Regigigasレジギガス,Regigigas,486,80,110,100,normal,none,4,1,"Diamond, Pearl and Platinum"
"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,Renegade Pokémon,100,150,Giratina (another Forme)ギラティナ,Giratina,487,120,100,90,ghost,dragon,4,1,"Diamond, Pearl and Platinum"
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,Lunar Pokémon,120,120,Cresseliaクレセリア,Cresselia,488,75,130,85,psychic,none,4,1,"Diamond, Pearl and Platinum"
['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,Sea Drifter Pokémon,80,80,Phioneフィオネ,Phione,489,80,80,80,water,none,4,0,"Diamond, Pearl and Platinum"
['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,Seafaring Pokémon,100,100,Manaphyマナフィ,Manaphy,490,100,100,100,water,none,4,1,"Diamond, Pearl and Platinum"
['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,Pitch-Black Pokémon,90,70,Darkraiダークライ,Darkrai,491,135,90,125,dark,none,4,1,"Diamond, Pearl and Platinum"
"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103,Gratitude Pokémon,75,100,Shaymin (sky Forme)シェイミ,Shaymin,492,120,75,127,grass,grass,4,1,"Diamond, Pearl and Platinum"
['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,Alpha Pokémon,120,120,Arceusアルセウス,Arceus,493,120,120,120,normal,none,4,1,"Diamond, Pearl and Platinum"
['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,Victory Pokémon,100,100,Victiniビクティニ,Victini,494,100,100,100,psychic,fire,5,1,Black and White
"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,Grass Snake Pokémon,55,45,Tsutarjaツタージャ,Snivy,495,45,55,63,grass,none,5,0,Black and White
"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,Grass Snake Pokémon,75,60,Janovyジャノビー,Servine,496,60,75,83,grass,none,5,0,Black and White
"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,Regal Pokémon,95,75,Jalordaジャローダ,Serperior,497,75,95,113,grass,none,5,0,Black and White
"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63,Fire Pig Pokémon,45,65,Pokabuポカブ,Tepig,498,45,45,45,fire,none,5,0,Black and White
"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93,Fire Pig Pokémon,55,90,Chaobooチャオブー,Pignite,499,70,55,55,fire,fighting,5,0,Black and White
"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123,Mega Fire Pig Pokémon,65,110,Enbuohエンブオー,Emboar,500,100,65,65,fire,fighting,5,0,Black and White
"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55,Sea Otter Pokémon,45,55,Mijumaruミジュマル,Oshawott,501,63,45,45,water,none,5,0,Black and White
"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,Discipline Pokémon,60,75,Futachimaruフタチマル,Dewott,502,83,60,60,water,none,5,0,Black and White
"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,Formidable Pokémon,85,95,Daikenkiダイケンキ,Samurott,503,108,70,70,water,none,5,0,Black and White
"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,Scout Pokémon,39,45,Minezumiミネズミ,Patrat,504,35,39,42,normal,none,5,0,Black and White
"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,Lookout Pokémon,69,60,Miruhogミルホッグ,Watchog,505,60,69,77,normal,none,5,0,Black and White
"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,Puppy Pokémon,45,45,Yorterrieヨーテリー,Lillipup,506,25,45,55,normal,none,5,0,Black and White
"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,Loyal Dog Pokémon,65,65,Herderrieハーデリア,Herdier,507,35,65,60,normal,none,5,0,Black and White
"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,Big-Hearted Pokémon,90,85,Moolandムーランド,Stoutland,508,45,90,80,normal,none,5,0,Black and White
"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,Devious Pokémon,37,41,Choronekoチョロネコ,Purrloin,509,50,37,66,dark,none,5,0,Black and White
"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,Cruel Pokémon,50,64,Lepardasレパルダス,Liepard,510,88,50,106,dark,none,5,0,Black and White
"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,Grass Monkey Pokémon,48,50,Yanappuヤナップ,Pansage,511,53,48,64,grass,none,5,0,Black and White
"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98,Thorn Monkey Pokémon,63,75,Yanakkieヤナッキー,Simisage,512,98,63,101,grass,none,5,0,Black and White
"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53,High Temp Pokémon,48,50,Baoppuバオップ,Pansear,513,53,48,64,fire,none,5,0,Black and White
"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98,Ember Pokémon,63,75,Baokkieバオッキー,Simisear,514,98,63,101,fire,none,5,0,Black and White
"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,Spray Pokémon,48,50,Hiyappuヒヤップ,Panpour,515,53,48,64,water,none,5,0,Black and White
"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98,Geyser Pokémon,63,75,Hiyakkieヒヤッキー,Simipour,516,98,63,101,water,none,5,0,Black and White
"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,Dream Eater Pokémon,45,76,Munnaムンナ,Munna,517,67,55,24,psychic,none,5,0,Black and White
